review,polarity,avg_word
"'aplikasi','lambat','coba','uninstal','aplikasi','telepon,genggam','aplikasi','berat','telepon,genggam','jalan','gabagus'",negatif,8.384615384615385
"'dokternya','hebat','hebat','jelas','fokus','keluhan','derita','terima','kasih'",positif,7.888888888888889
"'efektif','murah','bagus'",positif,7.666666666666667
"'bagus','aplikasi','membantu','dokter','dokternya','bagus','layanan','kesehatan','beragam'",positif,9.11111111111111
"'respon','keluhan','tim','pelayanan','respon','ulasan','memperbarui','respon','tim','pelayanan','cepat'",positif,8.454545454545455
"'membantu','konsultasi','dokter','langsung','repot','rumah','sakit','faskes','terima','kasih'",positif,8.4
"'menelpon','agen','nomor','rekening'",positif,8.25
"'bintang','kode','voucher','vaksinasi','kasih','bintang'",negatif,8.5
"'bagus','dokternya','responsif','lumayan','bagus','diajak','diskusinya','logis','analisis','gugup','gugup','dokter','ketemu','senang'",positif,8.571428571428571
"'bagus','antre','sakit','chat','langsung','dibalas','obat','diantar','terima','kasih','bantu'",positif,7.545454545454546
"'puas','konsultasi','pandemi','dokter','ramah'",positif,8.4
"'memuaskan','balas','cepat','pilihan','dokternya','meresepkan','obat','mahal','semoga','cocok'",positif,8.5
"'selamat','sore','admin','aplikasi','kerjasama','medicilin','mohon','admin','terima','kasih'",positif,8.3
"'membantu','darurat','langsung','tindakan','dokternya','ramah','terima,kasih'",positif,8.75
"'konsultasi','putri','farisa','konsultasi','selesai','resep','obat','terima','kasih'",positif,8.444444444444445
"'suka','menu','konsultasi','dokternya','memudahkan','mencari','informasi','kesehatan','tubuh'",positif,9.444444444444445
"'aplikasi','membantubantudokternya','ramah','ramah','profesional','sukses'",positif,11.5
"'membantu','posisi','di,luar','kota','kondisi','badan','fit','susah','cari','dokter','butuh','obat','sesuai','dosis','terbantu','aplikasi','terimakasih','bagus'",positif,7.473684210526316
"'membantu','terbantu','dokter','konsultasi'",positif,10.0
"'coba','gomed','cepat','respon','pengiriman','tingkatkan'",positif,8.666666666666666
"'bagus','konsultasi','psikologi','baik'",positif,9.0
"'dokternya','bagus','penjelasanya','detail','saran','saranya','obat','resep','bagus'",positif,8.444444444444445
"'pelayananya','baik','konsultasi','bagus','puas','terima,kasih','dokter','iman','terima,kasih'",positif,7.636363636363637
"'membantu','aplikasi','lelah','rumah','dibantu','aplikasi','bagus'",positif,8.571428571428571
"'tangapan','lambat','mengetik','keluhan','sokternya','chat','masuk','pakai','pangilan','suara','suaranya','perbaiki','pemakaian','berbayar','gratis'",negatif,8.933333333333334
"'cangih','berobat','di,mana','keren','cobain','gratis','bayar'",positif,6.875
"'kendala','boking','tes','swab','antigen','kliniknya','tutup','operasial','di,mana','boking','tes','swab','antigen','tim','cepat','responya','menelpon','konfirmasi','pengembalian,dana','masukanya','kordinasi','klinik','rumah,sakit','rekanan','ditingkatkan','sisanya','bagus','terima','kasih'",positif,8.125
"'pakai','langsung','merasakan','puasnya','semoga','layananya','konsisten','prima','menambah','kepercayanya','thanks'",positif,9.636363636363637
"'pelayanan','pembayaran','mengunanakan','debit','kartu','kendala','opsi','pembayaran'",positif,9.75
"'dengar','aplikasi','bagus','instal','masuk','apknya','ngerespon'",negatif,8.428571428571429
"'lumayan','lengkap','pelayanan','cepat','aplikasinya','mudah','membantu'",positif,9.428571428571429
"'terima,kasih','kasih','silfia','mandasari','respon','cepat','arahan','resep','bantubagus'",positif,8.1
"'bagus','baik','respon','cepat','akurat','sukses'",positif,7.333333333333333
"'kemudahan','rumah','sakit','obati'",positif,8.0
"'pelayanan','dokternya','ramah','baik','cepat','balasnya','terkesan'",positif,8.857142857142858
"'terbantu','situasi,dan,kondisi','sukses','bagus'",positif,7.333333333333333
"'pesan','obat','dibayar','dibatalkan','bayar','obatnya','ratusan','ribu'",negatif,8.125
"'pengembalian,dana','uangnya','telepon','customer','servicenya'",negatif,9.666666666666666
"'konsultasi','baik','bagus','konsultasi','servicenya','parah','respon','chat','luama','wktu','menit','habis','menyarankan','klinik','langsung','curahan,hati','kucing','konsultasi','mencari','solusi','kucing','aneh','aneh','bahasanya','sopan','mangil','saudara','tolong','seleksi','rekrut','dokter','jelek','pelayanan','jelek'",negatif,8.314285714285715
"'pelayanan','mengalami','kendala','menelpon','chat','tim','tolong'",positif,8.571428571428571
"'selesai','pembayaran','sukses','terpotong','saldo','dokternya','sibuk','pengembalian','dana','butuh','terhitung','masuk','konfirmasi','bank','terkait','aduh','otomatis','dana','dikembalikan','masuk','rekening','konfirmasi','bank','sulit','tolong','permudah','pengembalian,dana','orang','rumahnya','bankbantu'",negatif,9.0
"'sederhana','aplikasi','kebutuhan','medis','pesanya','mudah','sampainya','cepat'",positif,9.125
"'kecewa','daftar','vaksin','lanjut,usia','ditolak','alasan','mesti','pakai','ktp','suket','domisili','vaksinasi','suket','domisili','namanya','vaksin','gratis','warga','negara','indonesia','semoga','ulasan','dihapus','admin'",negatif,8.0
"'terima','kasih','gojek','vaksinasi','prambanan','bagus','pelayananya','menyuntik'",positif,9.375
"'profesional','terbantu'",positif,11.5
"'bagus','konsultasi','dokter','tatap','muka'",positif,8.0
"'konsultasi','puas','dokter','membantu','bantu'",positif,8.6
"'bermanfaat','cepat','respon','jempolan'",positif,9.25
"'membantu','konsultasi','informasi','terkait','kesehatan'",positif,10.6
"'dokter','anaknya','cepat','respon','aplikasinya','membantu','kondisi'",positif,9.142857142857142
"'aplikasi','membantu','darurat','terimakasih','ditungu','promo','menarik'",positif,9.571428571428571
"'bagus','memudahkan','konsultasi','dokter','spesialis'",positif,10.0
"'aplikasi','dokter','keluarga','sahabat','dijangkau','berjarak','aplikasi','sakit','pencuri','panik','pastikan','saldo','gopay','sederhana','hub','dokter','infokan','keluhanya','dibantu','obati','menunggu','obat','dikirim','instant','beli','gojek','sunguh','terobosan','bermanfaat','era','pandemi','berjarak','mendekat','dokter','sukses','bagus'",positif,8.61111111111111
"'dokter','ngelewatin','chat','gitu','terima','ajuan','saldo','diambil','uang','diambil','konsultasi','tolong','customer','servicenya','keluhan','rugi','jelas','mengecewakan'",negatif,8.666666666666666
"'kemarin','tepatnya','kamis','tanggal','maret','jam','wita','telepon','mengatasnamakan','call','servis','dokter','menginfokan','fitur','menyuruh','aktivasi','biaya','paket','bulanan','rp','auto','debit','bank','infokan','email','aktif','terdaftar','percaya','menyetujuinya','informasi','email','email','dana','terpotong'",negatif,8.441176470588236
"'membantu','konsultasi','rumah','kondisi','covid'",positif,9.0
"'parah','vaksin','lanjut,usia','dosis','parah','nunggu','jam','antre','heranya','vaksin','lancar','habis','jelas','buruk','kasian','orgtua','vaksin','lebih,baik','aplikasi','sebelah'",positif,7.318181818181818
"'dokternya','luamayan','berpengalaman','fitur','fiturnya','membantu'",positif,10.5
"'terimakasih','bagus','panik','keluhan','bantu'",positif,8.6
"'instal','daftarin','vaksin','lanjut,usia','tangalnya','bertuliskan','slot','tersedia','isi','data','upload','ktp','giliran','submit','penuh','tulisnya','auto','recheck','tersedia','slotnya','resubmit','penuh','jelas','perbaiki'",negatif,8.16
"'membantu','pembelian','obat','kota'",positif,8.25
"'membantu','memudahkan','pasien','keluarga','pelayanan','kesehatan'",positif,10.333333333333334
"'konsultasi','memuaskan','direkomendasikan','rumah','mengurangi','mobilitas','semoga','dokter','dokter','sehat','membantu','melayani','keluhan','pasien','membutuhkan','direkomendasikan'",positif,10.625
"'kasih','bintang','semoga','aplikasi','pelayanan','baik'",positif,8.5
"'membantu','dokternya','bagus','cepat','responya'",positif,9.0
"'puas','pelayanan','dilapangan','terkait','vaksin','terima','lancar','cepat','petugasnya','ramah','sabar','penuh','perhatian','terima,kasih','salam','sehat','bantu'",positif,8.166666666666666
"'tolong','kasih','chat','dokter','ny','ny','pembayaran','ny'",negatif,6.625
"'konsultasi','dokter','menghemat','thanks'",positif,9.75
"'terbaik','situasi','apapun','jam','konsultasi'",positif,8.6
"'menyenangkan','langsung','konsultasi','dokter','rumah'",positif,10.2
"'janji','sesuai','jadwal','tersedia','lab','prodia','mega','galaxy','sby','maret','jam','pagi','prodia','tutup','heranya','jadwal','tersedia','aplikasi','orang','kecele','chat','bantuan','lambat','respon','jam','solusi','sms','membatalkanatau','mereschedul','coba','aplikasi','aplikasi','pembatalan','berlaku','jam','jadwal','konsultasi','reshedule','jam','jadwal','konsultasi','ampun','ampun'",negatif,8.162790697674419
"'semoga','membantu','pasien','konsultasi','rumah','terima','kasih'",positif,8.571428571428571
"'pesan','obat','pelayanan','cepat','respon','langsung','dikirim','darurat'",positif,8.375
"'suka','aplikasi','membantu','pelayananya','bagus','case','kirim','barang','kekuranganya','langsung','kirim','kesokan','harinya','sukses','ditingkatkan','pelayananya'",positif,9.4375
"'menolong','pertolongan','kucing','membantu','bagus'",positif,9.6
"'dokter','ramah','baik','melayani','bijaksna','terima','kasih'",positif,8.0
"'terima','kasih','vaksin','covid','efek','signifikan'",positif,8.0
"'bagus','membantu','urusan','kesehatan','jam'",positif,8.2
"'bagus','dipakai','aplikasinya','cari','obat','harga','terjangkau'",positif,8.571428571428571
"'keren','cepat','respon','konsultasi','dokter','kandungan'",positif,8.833333333333334
"'kasih','bintang','kasih','aplikasi','terbaik','pembelian','kebutuhan','medis','darurat','rumah','bagus','masukanya','semoga','apotek','aplikasi','jarak','ambil','obatnya','bagus'",positif,8.473684210526315
"'puas','konsultasi','dokter','papua','susah','nebus','obat','nunjukin','chat','obatnya','untung','tanda','tangan'",negatif,7.769230769230769
"'niat','instal','aplikasi','pgnya','mempermudah','beli','obat','kondisi','sakit','kos','beli','estimasi','nyampenya','aplikasi','cocok','kondisi','darurat','beli','obat','orang','sakit','parah','terlanjur','wasalam','obatnya','mengedit','ulasan','aplikasi','diperbaiki','sistemnya'",negatif,8.4
"'selamat','siang','salam','telepon','mengatas','namakan','biaya','klaim','pengaktifan','biaya','bulanan','menyebut','nomor','rek','sistem','pemotongan','ribu','mohon','konfirmasi','takutnya','saldo','tepotong','bulanya','terima','kasih'",positif,8.48
"'membantu','pandemi','terimakasih'",positif,10.666666666666666
"'konsultasi','dokternya','nyaman','keluhan','foto','langsung','area','sakitnya','dokter','detail','semoga','resepnya','cocok','mengatasi','keluhan','terima,kasih','dokter'",positif,8.555555555555555
"'praktis','bagus','dokternya','keluhan','terima,kasih'",positif,8.166666666666666
"'terima,kasih','aplikasi','terpercaya','chat','langsung','bagus'",positif,8.285714285714286
"'coba','kaji','vaksin','mitra','ojol','sejatinya','mitra','pakai','aplikasi','ojol','mencari','rezeki','gojek','grab','indriver','maxim','aplikasi','wajib','vaksin','mitranya','repot','batalin','kerja','vaksin','biar','mitra','vaksin','aparatur','pemerintah'",negatif,7.931034482758621
"'dokter','anak','bayi','berusia','anak','rawat','rumah','sakit','hasil','rongsen','mengidap','penyakit','radang','paru','tolong','dokter','anak','sembuh','total','penyakit','terimakasih','bantu'",positif,7.863636363636363
"'respon','baik','dokternya','terima','kasih'",positif,8.0
"'aplikasi','berguna','terima','kasih','mengadakan','kegiatan','vaksin','serentak','prambanan','sleman','terima','kasih','pemerintahan','diy','yogyakarta','sponsor','kegiatan','semoga','pembuatan','kegiatan','pahala','berlimpah','tuhan','maha','esa','terima','kasih','terbaik','regard','beny'",positif,8.733333333333333
"'posisi','pengambilan','obat','rumah','menunggu'",negatif,8.8
"'janji','buka','jam','dokternya','balas','balas','apsnya','dibatalkan','tulisanya','aplikasi','daring','mengecewakan','unduh','butuh','berguna','donasikan','menu','donasi','pilihan','pembayaran','saldo','menunjukan','pelayananya','sebanding','aplikasi','sebelah'",negatif,9.115384615384615
"'klg','periksa','pacar','hasilnya','periksa','tanggal','maret','jam','drive','thru','kemayoran','tanggal','maret','jam','hslnya','butuh','hslnya','cepat','pelayanan','pemeriksan','covid','dihalo','menurun','periksa','gratis'",negatif,8.0
"'pengalaman','bagus','konsultasi','dokter','pilihan'",positif,9.6
"'mohon','maaf','kasih','bintang','jelek','pelayananya','pesan','vitamin','tangal','estimasi','tangal','proses','tolong','pelayanan','telepon','chat','cek','cek','cek','pembatalan','pesanan','beli','pasar','saldo','tarik','rekening','tolong','tingkatkan','pelayananya','tolong','kirim','pesanan'",negatif,8.21875
"'membantu','terima','kasih','dokter','ny','aplikasi','ny','bantu'",positif,7.25
"'memudahkan','konsultasi','dokter','bertemu','langsung'",positif,10.2
"'konsultasi','keluhan','mudah','sulit','antre','rumah','sakit'",positif,8.0
"'dokter','gratis'",negatif,8.0
"'tertolong','aplikasi','zaman','covid','takut','rumah','sakit','konsultasi','hewan','peliharan','konsultasi','gigi','pokoknya','tertolong','terima','kasih'",positif,8.75
"'penjelasan','dokter','lengkap','ramah','terima,kasih'",positif,8.166666666666666
"'terbaik','diandalkan','suka'",positif,9.0
"'malam','malam','sakit','binggung','ke,mana','keluhan','obat','langsung','diantar','kendala','pengiriman','kadang','driver','kontak','langsung','teleponya'",negatif,8.176470588235293
"'jelas','daring','pilihan','aman'",positif,7.5
"'membantu','transaksi','biaya','permudah'",negatif,9.5
"'percakapan','dokter','jelas','arahanya','bagus'",positif,8.8
"'vaksin','tanggal','maret','daftar','vaksin','kode','kupon','dikirim','urusnya','terima','kasih'",positif,7.818181818181818
"'membantu','konsultasi','langsung','dokter'",positif,10.0
"'bagus','dokter','susah','mahal','bagus'",positif,7.2
"'bayar','dokternya','sibuk','chat','ulang','digubris','nyapa','bilang','dokternya','sibuk','gopay','kepotong','pengembalian','dana','mohon','pertimbangkan','dokter','gubris','baik','dilaporkan','sibuk','sedang,apa','coba','berani','daftar','risiko','nerima','permintan','konsultasi','pasien','manapun','diemin','membingungkan','pengembalian,dana','fleksibel','jam','respon','sesi','berbayar','hak','pasien','makan','gaji','buta','chat','diam','diam','baik'",negatif,8.14
"'tangal','maret','saldo','anjungan,tunai,mandiri','ambil','program','adakan','kemarin','telepon','mengatasnamakan','pelayanan','rugikan','berhenti','berhenti','langgan'",negatif,8.941176470588236
"'transaksi','gagal','saldo','kepotong','diliat','riwayat','transaksinya'",negatif,9.428571428571429
"'layanan','proses','cepat','catatan','pasien','status','gejala','covid','dokter','kasih','himbauan','mengasih','pil','tidur','sesuai','dosis','perlukan','orsng','sakit','butuh','istirahat'",positif,8.0
"'beli','obat','layanan','dokter','bagus','ganguan','ganti','nomor','nomor','ganti','pakai','email','riwayat','transaksi','hilang','aplikasi'",negatif,7.8125
"'senang','aplikasi','cepat','respon','obat','langsung','diantar','resep','pelayanan','jam','dokter','baik','informatif','terima','kasih'",positif,8.133333333333333
"'pembayaranya','diperluas','gopay','bca','mandiri','debit','maksudnya','ragu','cobain','apknya','dokter','langsung','pandemi','pembayaranya','di,mana','indomaret','alfamart','dan,sebagainya','kota','akses','mudah','desa','susah','intinya','ditingkatkan','mohon'",negatif,8.357142857142858
"'membantu','lanjut,usia','biaya','kesehatanya','terbatas'",positif,8.666666666666666
"'konsultasi','dokter','line','memudahkan','pilihan','dokter','kisaran','biaya','disesuaikan','terima','kasih'",positif,9.0
"'aplikasi','membantu','kalangan','luas','terbatas','milenial','konsultasi','tipis','tipis','saran','muculkan','saldo','profile','pemilik','akun','permudah','mengisi','saldo','berbagi','bank','aplikasi','bayar','bayar','lainya'",positif,8.458333333333334
"'membantu','pandemi'",positif,9.5
"'bermanfaat','orang','membutuhkan','bantuan','cepat'",positif,9.6
"'cangih','langsung','konsultasi','dokter','ahlinya','rumah','sakit','respon','cepat','dokter','membantu','membutuhkan','pelayanan','kesehatan'",positif,9.214285714285714
"'janji','rapid','tutup'",negatif,7.0
"'aplikasi','ambil','antrian','daring','aplikasi','terintegras','hasil','cek','upayakan','laporan','laporan','laporan','laporan','sehat','sulit','expetasi','tujuan','utama','boh','fair','slogan','customer','klinik','bolak','hasil','test','sedang,apa','pakai','daring'",negatif,7.9
"'semenjak','terbantu','konsultasi','beli','obat','rumah','antre','rumah','sakit','apotek','bagus','diskon','sesi','konsultasi','dokter','makasi','memudahkan','hidup','semoga','promo','sukses','bagus'",positif,8.090909090909092
"'mengalami','kekesalan','apsnya','mendaftar','vaksinasi','lanjut,usia','berhubung','lanjut,usia','janji','tangal','vaksinasi','dibatalkan'",negatif,8.928571428571429
"'aplikasinya','jelek','aktivasi','lambat','terusan','diklik'",negatif,9.166666666666666
"'puas','bagus','ulasanya','cocok','ramah','cocok','obatnya'",positif,7.571428571428571
"'terima','kasih','konsultasi','membantu'",positif,9.25
"'pelayanan','memudahkan','obat','keliling','apotek','lengkap','solusi','terbaik','kelengkapan','obatnya','terima','kasih'",positif,9.166666666666666
"'membantu','pesan','obat','sampainya','darurat','butuh','sedih','histori','perjalanan','paket','obatnya','kaya','menunggu','sampenya','memperbarui','terima,kasih','tim','cepat','respon','kejelasan','bantu'",negatif,8.363636363636363
"'bermanfaat','anak','sakit','dimalam','rumah,sakit','chat','dokter','aplikasi','smuanya','beres','pandemi','terima,kasih','bantuanya','dokter','terima,kasih','aplikasi'",positif,7.894736842105263
"'bagus','cepat','konsultasi','terima,kasih'",positif,7.8
"'dokter','kamar','terpisahkan','dipakai','isolasi','mandiri','angota','keluarga','kena','covid','sembuh','kamar','disterilkan','dipakai','masuk','kamar'",positif,8.5625
"'diperbarui','aplikasi','dibuka'",negatif,10.0
"'aplikasi','bermanfaat','pembelian','obat'",positif,9.75
"'dokter','bagus','informasi','jelas','menolong'",positif,8.6
"'senang','berobat','konsultasi','doktet','shanti','tandayu','internist','ramah','jelas','bertele','obat','arahan','bagus','isk','membaik','terima','kasih','bermanfaat','bagus'",positif,8.263157894736842
"'driver','gojek','kemarin','pesan','vaksin','covid','bawa','orang','lanjut,usia','vaksin','membawa','orang','lanjut,usia'",positif,7.133333333333334
"'aplikasi','membantu','di,tengah','pandemi','covid','rumah','tingal','aplikasi','terimakasih','tingkatkan','kualitasnya'",positif,9.083333333333334
"'janji','dokter','vaksin','manula','drive','thru','mudah','terima,kasih'",positif,7.111111111111111
"'berpartisipasi','penangulangan','covid'",positif,12.666666666666666
"'membantu','memuaskan','informasi','pelayanan'",positif,10.75
"'kasih','bintang','kendala','pembayaran','gopay','penyelesaian','tim','cepat','membantu','terima,kasih','tim','bagus'",positif,8.076923076923077
"'beruntung','aplikasi','antre','antre','rumah,sakit','klinik','obat','obat','rekomendasikan','manjur'",positif,8.272727272727273
"'vaksin','sertifikat','vaksinya','admin'",positif,9.25
"'aplikasinya','bagus','pelayanan','konsultasinya','cepat','respon','apotiknya','cepat'",positif,9.875
"'pemesanan','obat','fitur','chatnya','tolong','dialihkan','fitur','sms','butuh','pulsa','dialihkan','fitur','gojeknya','fitur','chat','aplikasi','konfirmasi','driver','pakai','pulsa'",negatif,8.15
"'dokter','ramah','diskusi','bagus','lancar','salut','sangka','bagus','jam','obat','ditangan'",positif,7.454545454545454
"'asli','parah','aplikasi','niat','mempercepat','urusan','rapid','antigen','terkendala','aplikasi','sia','sia','berharap','berharap','berangkat','kerja','parahnya','dana','dikembalikan'",negatif,8.736842105263158
"'aplikasi','konsultasi','dokter','bermanfaat','kondisi','menjelaskan','keluhanya','salah','diagnosis'",positif,10.333333333333334
"'cepat','hemat','efisien','janji','vaksinasi','covid','lanjut,usia','aplikasi','membantu','tingal','janji','vaksinasi','sukses','amanah','bagus'",positif,8.0625
"'terima','kasih','pandemi','aman','kesini','konsultasi','dokter','senior','langgan','terima','kasih'",positif,8.181818181818182
"'bagus','kadang','obat','tersedia','apotek','terdekat','pesan','daring','semoga','ke,depan','baik'",negatif,7.25
"'sumpah','chat','dokter','pakai','bayar','enga','aplikasi','membantu','orang','susah','konsultasi','bayar','kecuali','beli','obat','periksa','bagus','chat','bayar','membantu'",negatif,7.75
"'bermanfaat','aplikasi'",positif,11.0
"'aplikasinya','jalan','respon','menyebalkan'",negatif,10.25
"'konsultasi','memuaskan','pergi','apotek','ucapkan','terima','kasi','aplikasi','semoga','manfat'",positif,8.7
"'bagus','aplikasi','respon','dokternya','baik'",positif,8.4
"'terimakasih','membantu','darurat','libur','terimakasih','dokter','stand','beli','libur','chat','asik','ramah','informasi','akurat'",positif,8.428571428571429
"'informasi','mudah','terjawab'",positif,9.333333333333334
"'aplikasi','berbayar','aplikasi','bagus','cobain','diliat','download','bagus','download','berbayar','langsung','kecewa','tolong','kembangkan','biar','aplikasi','berbayar','gratis','aplikasi','sebelah','kasih','bintang','fitur','dokter','gratis','kasih','bintang'",negatif,8.74074074074074
"'membantu','apan','jelas','sulit','bayar','sulit','aplikasi','berguna','sumpah','hack','aplikasi','sumpah','janji','rapid','persulit'",negatif,7.933333333333334
"'aplikasi','berguna','efisien','memesan','obat','dimanapun','cari','apotek','menyediakan','obatnya','suka','cinta','aplikasi','kembangkan'",positif,8.928571428571429
"'membantu','pelayanan','ramah','bagus','dokter'",positif,8.6
"'puas','dokter','dokternya','baik','ramah','ramah','diaknosa','obatnya','bagus','cocok','semoga','dokternya','sehat','amin'",positif,7.857142857142857
"'pengirim','ramah','sesuai','pemesanya','salut','drivernya'",positif,9.0
"'membantu','dimasa','pandemi','konsultasi','obat','rumah','serasa','dokter','pribadi'",positif,8.555555555555555
"'asalamualaikum','maaf','habis','unduh','aplikasi','playstore','buka','aplikasinya','masuk','aplikasi','klik','chat','dokter','lihat','di,situ','pilihan','dokter','chat','konsultasi','kesehatan','konsultasi','kesehatan','dokter','aplikasi','membayar','chat','konsultasi','dokter','chat'",positif,8.566666666666666
"'solusi','praktis','biaya','murah','dokter','responsif'",positif,8.333333333333334
"'daring','sesi','petunjuk','konsultasi','beli','teks','telepon','buang','buang','uang','bayar','konsultasi'",negatif,8.0
