review,polarity,avg_word
admin suntik vaksin dosis tanggal tanggal teman sms suntik vaksin dosis admin mohon pencerahanya,positif,7.928571428571429
konsultasi antisipasi rumah bantu terima kasih sedia aplikasi,positif,9.875
bantu aplikasi kemarin cari resep dokter putar putar apotek dekat ketemu aplikasi bantu capek capek putar putar,positif,8.117647058823529
umur uang konsultasi dokter konsultasi bayar solosi it tolong,positif,7.888888888888888
aplikasi bagus chat psikiatris mudah daring dokter ramah hakim erti adan terima kasih,positif,8.923076923076922
terima kasih manfaat aplikasi konsultasi dokter mudah,positif,8.857142857142858
bagus vaksin kendala efek samping timbul ngantuk vaksin,positif,8.25
cepat kirim kilat harga obat obat beda apotek langsung bangga,positif,8.6
aplikasi jelek pesan apotek obatny suruh batal cancelnya masalah telepon layan batalin jam batal batal saldo kerja,negatif,8.882352941176471
bagus konsultasi dokter rumah sakit khawatir kena covid murah harga konsultasi,positif,8.454545454545455
layan cepat aneh bayar pakai kartu kredit kartu sedia available,negatif,8.8
aplikasi lambat coba uninstal aplikasi telepon genggam aplikasi berat telepon genggam jalan gabagus,negatif,8.384615384615385
dokter hebat hebat jelas fokus keluh derita terima kasih,positif,7.888888888888888
efektif murah bagus,positif,7.666666666666668
bagus aplikasi bantu dokter dokter bagus layan sehat agam,positif,9.111111111111109
respon keluh tim layan respon ulas baru respon tim layan cepat,positif,8.454545454545455
bantu konsultasi dokter langsung repot rumah sakit faskes terima kasih,positif,8.4
telpon agen nomor rekening,positif,8.25
bintang kode voucher vaksinasi kasih bintang,negatif,8.5
bagus dokter responsif lumayan bagus ajak diskusi logis analisis gugup gugup dokter ketemu senang,positif,8.571428571428571
bagus antre sakit chat langsung balas obat antar terima kasih bantu,positif,7.545454545454546
puas konsultasi pandemi dokter ramah,positif,8.4
muas balas cepat pilih dokter resep obat mahal moga cocok,positif,8.5
selamat sore admin aplikasi kerjasama medicilin mohon admin terima kasih,positif,8.3
bantu darurat langsung tindak dokter ramah terima kasih,positif,8.75
konsultasi putri farisa konsultasi selesai resep obat terima kasih,positif,8.444444444444445
suka menu konsultasi dokter mudah cari informasi sehat tubuh,positif,9.444444444444443
aplikasi membantubantudokternya ramah ramah profesional sukses,positif,11.5
bantu posisi di luar kota kondisi badan fit susah cari dokter butuh obat sesuai dosis bantu aplikasi terimakasih bagus,positif,7.473684210526316
bantu bantu dokter konsultasi,positif,10.0
coba gomed cepat respon kirim tingkat,positif,8.666666666666666
bagus konsultasi psikologi baik,positif,9.0
dokter bagus jasa detail saran sara obat resep bagus,positif,8.444444444444445
pelayananya baik konsultasi bagus puas terima kasih dokter iman terima kasih,positif,7.636363636363638
bantu aplikasi lelah rumah bantu aplikasi bagus,positif,8.571428571428571
tangap lambat etik keluh sokternya chat masuk pakai pangilan suara suara baik pakai bayar gratis,negatif,8.933333333333334
cangih obat di mana keren cobain gratis bayar,positif,6.875
kendala boking tes swab antigen klinik tutup operasial di mana boking tes swab antigen tim cepat responya telpon konfirmasi kembali dana masukanya kordinasi klinik rumah sakit rekan tingkat sisa bagus terima kasih,positif,8.125
pakai langsung rasa puas moga layananya konsisten prima tambah percaya thanks,positif,9.636363636363637
layan bayar mengunanakan debit kartu kendala opsi bayar,positif,9.75
dengar aplikasi bagus instal masuk apknya ngerespon,negatif,8.428571428571429
lumayan lengkap layan cepat aplikasi mudah bantu,positif,9.428571428571429
terima kasih kasih silfia mandasari respon cepat arah resep bantubagus,positif,8.1
bagus baik respon cepat akurat sukses,positif,7.333333333333332
mudah rumah sakit obat,positif,8.0
layan dokter ramah baik cepat balas kes,positif,8.857142857142858
bantu situasi dan kondisi sukses bagus,positif,7.333333333333332
pesan obat bayar batal bayar obat ratus ribu,negatif,8.125
kembali dana uang telepon customer servicenya,negatif,9.666666666666666
konsultasi baik bagus konsultasi servicenya parah respon chat luama wktu menit habis saran klinik langsung curah hati kucing konsultasi cari solusi kucing aneh aneh bahasa sopan mangil saudara tolong seleksi rekrut dokter jelek layan jelek,negatif,8.314285714285715
layan alami kendala telpon chat tim tolong,positif,8.571428571428571
selesai bayar sukses potong saldo dokter sibuk kembali dana butuh hitung masuk konfirmasi bank kait aduh otomatis dana kembali masuk rekening konfirmasi bank sulit tolong mudah kembali dana orang rumah bankbantu,negatif,9.0
sederhana aplikasi butuh medis pesa mudah sampai cepat,positif,9.125
kecewa daftar vaksin lanjut usia tolak alas mesti pakai ktp suket domisili vaksinasi suket domisili nama vaksin gratis warga negara indonesia moga ulas hapus admin,negatif,8.0
terima kasih gojek vaksinasi prambanan bagus pelayananya suntik,positif,9.375
profesional bantu,positif,11.5
bagus konsultasi dokter tatap muka,positif,8.0
konsultasi puas dokter bantu bantu,positif,8.6
manfaat cepat respon jempol,positif,9.25
bantu konsultasi informasi kait sehat,positif,10.6
dokter anak cepat respon aplikasi bantu kondisi,positif,9.142857142857142
aplikasi bantu darurat terimakasih tungu promo tarik,positif,9.571428571428571
bagus mudah konsultasi dokter spesialis,positif,10.0
aplikasi dokter keluarga sahabat jangkau jarak aplikasi sakit curi panik pasti saldo gopay sederhana hub dokter info keluhanya bantu obat tunggu obat kirim instant beli gojek sunguh terobos manfaat era pandemi jarak dekat dokter sukses bagus,positif,8.61111111111111
dokter ngelewatin chat gitu terima aju saldo ambil uang ambil konsultasi tolong customer servicenya keluh rugi jelas kecewa,negatif,8.666666666666666
kemarin tepat kamis tanggal maret jam wita telepon mengatasnamakan call servis dokter info fitur suruh aktivasi biaya paket bulan rp auto debit bank info email aktif daftar percaya tuju informasi email email dana potong,negatif,8.441176470588236
bantu konsultasi rumah kondisi covid,positif,9.0
parah vaksin lanjut usia dosis parah nunggu jam antre hanya vaksin lancar habis jelas buruk kasi orgtua vaksin lebih baik aplikasi belah,positif,7.3181818181818175
dokter luamayan alam fitur fiturnya bantu,positif,10.5
terimakasih bagus panik keluh bantu,positif,8.6
instal daftarin vaksin lanjut usia tangalnya tulis slot sedia isi data upload ktp gilir submit penuh tulis auto recheck sedia slotnya resubmit penuh jelas baik,negatif,8.16
bantu beli obat kota,positif,8.25
bantu mudah pasien keluarga layan sehat,positif,10.333333333333334
konsultasi muas rekomendasi rumah kurang mobilitas moga dokter dokter sehat bantu layan keluh pasien butuh rekomendasi,positif,10.625
kasih bintang moga aplikasi layan baik,positif,8.5
bantu dokter bagus cepat responya,positif,9.0
puas layan lapang kait vaksin terima lancar cepat tugas ramah sabar penuh perhati terima kasih salam sehat bantu,positif,8.166666666666666
tolong kasih chat dokter ny ny bayar ny,negatif,6.625
konsultasi dokter hemat thanks,positif,9.75
baik situasi apa jam konsultasi,positif,8.6
senang langsung konsultasi dokter rumah,positif,10.2
janji sesuai jadwal sedia lab prodia mega galaxy sby maret jam pagi prodia tutup hanya jadwal sedia aplikasi orang kecele chat bantu lambat respon jam solusi sms membatalkanatau mereschedul coba aplikasi aplikasi batal laku jam jadwal konsultasi reshedule jam jadwal konsultasi ampun ampun,negatif,8.162790697674419
moga bantu pasien konsultasi rumah terima kasih,positif,8.571428571428571
pesan obat layan cepat respon langsung kirim darurat,positif,8.375
suka aplikasi bantu pelayananya bagus case kirim barang kekuranganya langsung kirim sok hari sukses tingkat pelayananya,positif,9.4375
tolong tolong kucing bantu bagus,positif,9.6
dokter ramah baik layan bijaksna terima kasih,positif,8.0
terima kasih vaksin covid efek signifikan,positif,8.0
bagus bantu urus sehat jam,positif,8.2
bagus pakai aplikasi cari obat harga jangkau,positif,8.571428571428571
keren cepat respon konsultasi dokter kandung,positif,8.833333333333334
kasih bintang kasih aplikasi baik beli butuh medis darurat rumah bagus masukanya moga apotek aplikasi jarak ambil obat bagus,positif,8.473684210526315
puas konsultasi dokter papua susah nebus obat nunjukin chat obat untung tanda tangan,negatif,7.769230769230768
niat instal aplikasi pgnya mudah beli obat kondisi sakit kos beli estimasi nyampenya aplikasi cocok kondisi darurat beli obat orang sakit parah lanjur wasalam obat edit ulas aplikasi baik sistem,negatif,8.4
selamat siang salam telepon atas nama biaya klaim aktif biaya bulan sebut nomor rek sistem potong ribu mohon konfirmasi takut saldo tepotong bulanya terima kasih,positif,8.48
bantu pandemi terimakasih,positif,10.666666666666666
konsultasi dokter nyaman keluh foto langsung area sakit dokter detail moga resep cocok atas keluh terima kasih dokter,positif,8.555555555555555
praktis bagus dokter keluh terima kasih,positif,8.166666666666666
terima kasih aplikasi percaya chat langsung bagus,positif,8.285714285714286
coba kaji vaksin mitra ojol sejati mitra pakai aplikasi ojol cari rezeki gojek grab indriver maxim aplikasi wajib vaksin mitra repot batalin kerja vaksin biar mitra vaksin aparatur perintah,negatif,7.931034482758621
dokter anak bayi usia anak rawat rumah sakit hasil rongsen idap sakit radang paru tolong dokter anak sembuh total sakit terimakasih bantu,positif,7.863636363636362
respon baik dokter terima kasih,positif,8.0
aplikasi guna terima kasih ada giat vaksin serentak prambanan sleman terima kasih perintah diy yogyakarta sponsor giat moga buat giat pahala limpah tuhan maha esa terima kasih baik regard beny,positif,8.733333333333333
posisi ambil obat rumah tunggu,negatif,8.8
janji buka jam dokter balas balas apsnya batal tulisanya aplikasi daring kecewa unduh butuh guna donasi menu donasi pilih bayar saldo tunjuk pelayananya banding aplikasi belah,negatif,9.115384615384617
klg periksa pacar hasil periksa tanggal maret jam drive thru mayor tanggal maret jam hslnya butuh hslnya cepat layan pemeriksan covid halo turun periksa gratis,negatif,8.0
alam bagus konsultasi dokter pilih,positif,9.6
mohon maaf kasih bintang jelek pelayananya pesan vitamin tangal estimasi tangal proses tolong layan telepon chat cek cek cek batal pesan beli pasar saldo tarik rekening tolong tingkat pelayananya tolong kirim pesan,negatif,8.21875
bantu terima kasih dokter ny aplikasi ny bantu,positif,7.25
mudah konsultasi dokter temu langsung,positif,10.2
konsultasi keluh mudah sulit antre rumah sakit,positif,8.0
dokter gratis,negatif,8.0
tolong aplikasi zaman covid takut rumah sakit konsultasi hewan peliharan konsultasi gigi pokok tolong terima kasih,positif,8.75
jelas dokter lengkap ramah terima kasih,positif,8.166666666666666
baik andal suka,positif,9.0
malam malam sakit binggung ke mana keluh obat langsung antar kendala kirim kadang driver kontak langsung tepo,negatif,8.176470588235292
jelas daring pilih aman,positif,7.5
bantu transaksi biaya mudah,negatif,9.5
cakap dokter jelas arahanya bagus,positif,8.8
vaksin tanggal maret daftar vaksin kode kupon kirim urus terima kasih,positif,7.8181818181818175
bantu konsultasi langsung dokter,positif,10.0
bagus dokter susah mahal bagus,positif,7.2
bayar dokter sibuk chat ulang gubris nyapa bilang dokter sibuk gopay potong kembali dana mohon timbang dokter gubris baik lapor sibuk sedang apa coba berani daftar risiko nerima permintan konsultasi pasien mana diemin bingung kembali dana fleksibel jam respon sesi bayar hak pasien makan gaji buta chat diam diam baik,negatif,8.14
tangal maret saldo anjung tunai mandiri ambil program adakan kemarin telepon mengatasnamakan layan rugi henti henti langgan,negatif,8.941176470588236
transaksi gagal saldo potong liat riwayat transaksi,negatif,9.428571428571429
layan proses cepat catat pasien status gejala covid dokter kasih himbauan asih pil tidur sesuai dosis perlu orsng sakit butuh istirahat,positif,8.0
beli obat layan dokter bagus ganguan ganti nomor nomor ganti pakai email riwayat transaksi hilang aplikasi,negatif,7.8125
senang aplikasi cepat respon obat langsung antar resep layan jam dokter baik informatif terima kasih,positif,8.133333333333333
pembayaranya luas gopay bca mandiri debit maksud ragu cobain apknya dokter langsung pandemi pembayaranya di mana indomaret alfamart dan bagai kota akses mudah desa susah inti tingkat mohon,negatif,8.357142857142858
bantu lanjut usia biaya kesehatanya batas,positif,8.666666666666666
konsultasi dokter line mudah pilih dokter kisar biaya sesuai terima kasih,positif,9.0
aplikasi bantu kalang luas batas milenial konsultasi tipis tipis saran muculkan saldo profile milik akun mudah isi saldo bagi bank aplikasi bayar bayar lai,positif,8.458333333333334
bantu pandemi,positif,9.5
manfaat orang butuh bantu cepat,positif,9.6
cangih langsung konsultasi dokter ahli rumah sakit respon cepat dokter bantu butuh layan sehat,positif,9.214285714285714
janji rapid tutup,negatif,7.0
aplikasi ambil antri daring aplikasi terintegras hasil cek upaya lapor lapor lapor lapor sehat sulit expetasi tuju utama boh fair slogan customer klinik bolak hasil test sedang apa pakai daring,negatif,7.9
semenjak bantu konsultasi beli obat rumah antre rumah sakit apotek bagus diskon sesi konsultasi dokter makas mudah hidup moga promo sukses bagus,positif,8.090909090909092
alami kesal apsnya daftar vaksinasi lanjut usia hubung lanjut usia janji tangal vaksinasi batal,negatif,8.928571428571429
aplikasi jelek aktivasi lambat terus klik,negatif,9.166666666666666
puas bagus ulasanya cocok ramah cocok obat,positif,7.571428571428571
terima kasih konsultasi bantu,positif,9.25
layan mudah obat keliling apotek lengkap solusi baik lengkap obat terima kasih,positif,9.166666666666666
bantu pesan obat sampai darurat butuh sedih histori jalan paket obat kaya tunggu sampenya baru terima kasih tim cepat respon jelas bantu,negatif,8.363636363636363
manfaat anak sakit malam rumah sakit chat dokter aplikasi smuanya beres pandemi terima kasih bantuanya dokter terima kasih aplikasi,positif,7.894736842105262
bagus cepat konsultasi terima kasih,positif,7.8
dokter kamar pisah pakai isolasi mandiri angota keluarga kena covid sembuh kamar steril pakai masuk kamar,positif,8.5625
baru aplikasi buka,negatif,10.0
aplikasi manfaat beli obat,positif,9.75
dokter bagus informasi jelas tolong,positif,8.6
senang obat konsultasi doktet shanti tandayu internist ramah jelas tele obat arah bagus isk baik terima kasih manfaat bagus,positif,8.263157894736842
driver gojek kemarin pesan vaksin covid bawa orang lanjut usia vaksin bawa orang lanjut usia,positif,7.133333333333334
aplikasi bantu di tengah pandemi covid rumah tingal aplikasi terimakasih tingkat kualitas,positif,9.083333333333334
janji dokter vaksin manula drive thru mudah terima kasih,positif,7.111111111111112
partisipasi penangulangan covid,positif,12.666666666666664
bantu muas informasi layan,positif,10.75
kasih bintang kendala bayar gopay selesai tim cepat bantu terima kasih tim bagus,positif,8.076923076923077
untung aplikasi antre antre rumah sakit klinik obat obat rekomendasi manjur,positif,8.272727272727273
vaksin sertifikat vaksinya admin,positif,9.25
aplikasi bagus layan konsultasi cepat respon apotik cepat,positif,9.875
mesan obat fitur chatnya tolong alih fitur sms butuh pulsa alih fitur gojek fitur chat aplikasi konfirmasi driver pakai pulsa,negatif,8.15
dokter ramah diskusi bagus lancar salut sangka bagus jam obat tang,positif,7.454545454545454
asli parah aplikasi niat cepat urus rapid antigen kendala aplikasi sia sia harap harap berangkat kerja parah dana kembali,negatif,8.736842105263158
aplikasi konsultasi dokter manfaat kondisi jelas keluhanya salah diagnosis,positif,10.333333333333334
cepat hemat efisien janji vaksinasi covid lanjut usia aplikasi bantu tingal janji vaksinasi sukses amanah bagus,positif,8.0625
terima kasih pandemi aman kesini konsultasi dokter senior langgan terima kasih,positif,8.181818181818182
bagus kadang obat sedia apotek dekat pesan daring moga ke depan baik,negatif,7.25
sumpah chat dokter pakai bayar enga aplikasi bantu orang susah konsultasi bayar kecuali beli obat periksa bagus chat bayar bantu,negatif,7.75
manfaat aplikasi,positif,11.0
aplikasi jalan respon sebal,negatif,10.25
konsultasi muas pergi apotek ucap terima kasi aplikasi moga manfat,positif,8.7
bagus aplikasi respon dokter baik,positif,8.4
terimakasih bantu darurat libur terimakasih dokter stand beli libur chat asik ramah informasi akurat,positif,8.428571428571429
informasi mudah jawab,positif,9.333333333333334
aplikasi bayar aplikasi bagus cobain liat download bagus download bayar langsung kecewa tolong kembang biar aplikasi bayar gratis aplikasi belah kasih bintang fitur dokter gratis kasih bintang,negatif,8.74074074074074
bantu apan jelas sulit bayar sulit aplikasi guna sumpah hack aplikasi sumpah janji rapid sulit,negatif,7.933333333333334
aplikasi guna efisien mes obat mana cari apotek sedia obat suka cinta aplikasi kembang,positif,8.928571428571429
bantu layan ramah bagus dokter,positif,8.6
puas dokter dokter baik ramah ramah diaknosa obat bagus cocok moga dokter sehat amin,positif,7.857142857142858
kirim ramah sesuai mesa salut drivernya,positif,9.0
bantu masa pandemi konsultasi obat rumah serasa dokter pribadi,positif,8.555555555555555
asalamualaikum maaf habis unduh aplikasi playstore buka aplikasi masuk aplikasi klik chat dokter lihat di situ pilih dokter chat konsultasi sehat konsultasi sehat dokter aplikasi bayar chat konsultasi dokter chat,positif,8.566666666666666
solusi praktis biaya murah dokter responsif,positif,8.333333333333334
daring sesi tunjuk konsultasi beli teks telepon buang buang uang bayar konsultasi,negatif,8.0
uang terima status tes antigenya konfirmasi konfirmasi mau nerima uang layan customer responya lancar lancar kecewa berat,negatif,8.705882352941176
aplikasi bantu keluarga beli obat obat vitamin tes pacar pandemi bagus pokok,positif,8.333333333333334
aplikasi bagus scheduling dokter antre rumah sakit cuma layan kecewa hasil tes info sms selesai hasil tes hardcopy softcopy ambil tes media chat layan responya lambat respon menit putus jalur komunikasi ulang respon lambat layan konfirmasi konfirmasi kait sla sisi responsif,negatif,8.365853658536585
dokter responsif nyaman konsultasi terima kasih,positif,8.666666666666666
bantu sulit rumah,positif,8.0
keren aplikasi bantu darurat terima kasih feny ramah konsultasi resep cocok,positif,8.454545454545455
iwan setiawan ag salah driver gojek bandar lampung konfirmasi order apotek jesaya farma order ambil obat harap tunggu barang siap obat mesan sedia aplikasi gojek jalan mesan gojek barang driver tingal bawa barang jalan order dasar konfirmasi pelang apotek,negatif,8.794871794871796
niat make aplikasi cepat rumah apotek apotek bumn swasta diskitar fitur ngebuat pembeliatau driver milih apotek dekat pakai manual nahan sakit posisi kota,negatif,8.0
chat bayar lebih baik pakai bagus google gratis,negatif,7.125
aplikasi bantu metode pembayaranya tambahin besar harga baik tingkat sukses terima kasih,negatif,9.333333333333334
bagus puas tugas ramah paham bidang milik kustomer layan ramah kustomer rasa puas upgrade bidang dokter baru baru medicine informasi virus corona virus lai vaksin umur servis drivethru mudah aju sertifikat hasil harga jangkau,positif,9.294117647058824
terima kasih membntu era pandemi sulit rumah sakit konsultasi diam rumah tingal chat dokter ramah responsif,positif,7.8125
bantu pademi,positif,9.0
bantu konsultasi sehat,positif,11.0
selamat malam mohon maaf bayar konsultasi salah dokter aplikasi terima kasih,positif,8.090909090909092
cari obat mudah pelayananya cepat,positif,8.4
dokter sabar jelas akurat baik terima kasih dokter bosen ya dokter sehat bantu,positif,7.461538461538463
aplikasi bantu anak anak keluarga sehat berangkat klinik langsung terima kasih bagus,positif,8.333333333333334
uang kembali dana juta batal pacar kirim tangal februari februari status proses,negatif,8.75
bantu musim pandemi,negatif,8.666666666666666
bagus dokter ramah puas keluh kesah biaya murah di rumah mudah diksi resep kasi jelas detail bayar konsul diskon terima kasih,positif,7.809523809523809
aplikasi bantu pandemi dokter dokter bagus obat obat efektif diskon konsultasi,positif,8.909090909090908
bantu pandemi,positif,9.5
bagus bantu keluarga tahun bagus hasiat obat obat kasih bagus bagus,positif,7.8181818181818175
aplikasi bantu harga konsultasi sahabat dokter ramah,positif,9.428571428571429
dokter ramah responya cepat rekomendasi bagus repot repot rumah sakit obat langsung kirim bagus,positif,8.928571428571429
bagus bantu respon dokter cepat rumah sakit konsultasi obat kirim rumah terima kasih,positif,7.615384615384616
bantu pandemi rumah beli obat anak sakit suruh bagustrimakasih aplikasi bantu bagus,positif,8.5
bantu konsultasi sehat,positif,11.0
pakai aplikasi binggung konsultasi baik ramah jelas terimakasih,positif,9.0
senang aplikasi mudah sehat konsultasi daring kondisi pandemi,positif,9.5
baik sehat konsultasi dokter dokter ramah ramah baik,positif,8.5
anjur kasih obat saran guna,positif,7.6
terimakasih mas amirul cepat respon surat bagus kerja man bagus sulit aktif lokasi login tolong bantu senoari,negatif,8.235294117647058
bagus cepat kilat jelas detail,positif,8.6
ramah ramah bagus responsif jelas butuh,positif,9.0
bantu kondisi covid,positif,8.666666666666666
maaf rapid antigen mayor metode bayar pakai anjung tunai mandiri bri terima kasih,positif,7.6923076923076925
dokter ramah jelas akurat,positif,8.75
terimakasih dokter moga manfaat,positif,10.25
aplikasi bagus murah terima kasih,positif,7.4
bantu manfaat pandemi obat anjur baik cepat sembuh sesuai sakit sasar terima kasih,positif,9.076923076923077
bagus konsultasi jam obat langsung jam aplikasi bantu moga obat cocok,positif,7.8181818181818175
dokter jelas jelas,positif,10.333333333333334
bayar ovo dana,positif,7.666666666666668
bagus kasih informasi tarik baik,positif,8.0
mantap murah konsultasi dokter bayar gopay,positif,8.166666666666666
bantu alam,positif,11.0
baik tangan suka panik diagnose baik langsung ahli teman,positif,8.777777777777779
mesan kirim obat cepat bantu adan desak ayah obat jantung cepat jam terima kasih,positif,8.357142857142858
aplikasi bagus bantu,positif,9.0
aplikasi bagus dokter responya cepat bagus,positif,8.666666666666666
layan baik hasil cepat terima customer,positif,8.5
chat dokter bantu,positif,9.0
praktis bantu terima kasih,positif,8.0
w kirim mata m yun ukm j mi,positif,4.5
puas cepat tangap bantu,positif,7.0
bayar gratis obat batuk pilek baik jual warung paham bedan obat lumayan aplikasi lihat dokter cantik pengalamanya lulus bintang aplikasi,negatif,8.5
terima kasih dokter uji asiah m sc dokter baik ramah jelas jasa senang konsultasi bu dokter,positif,7.3125
sedang apa antri klinik rumah sakit dokter lebih baik tingal klik konsultasi keluh tunggu obat beres keren terima kasih kasih,positif,7.4
bintang pilih bayar batas evaluasi pilih bayar linkaja transfer rekening virtual,negatif,9.909090909090908
paket pertangung terimakasih dana ganti proses,negatif,9.166666666666666
bintang coba masuk langsung sinyal telepon genggam dukung,negatif,8.375
bagus konsultasi langsung dokter spesialis moga sukses,positif,9.142857142857142
konsultasi muas lumayan ramah,positif,9.75
tolong aplikasi guna mudah,positif,9.25
bantu kondisi rumah sakit pasien aman sehat t jaga terima kasih tahan respon cepat dokter,positif,7.6
konsultasi pakai bayar kaya lebih baik langsung rumah sakit langsung kasih obat buka bantu,negatif,7.857142857142858
bantu darurat butuh obat malam hari chat dokter spesialis obatny cepat dtangnya terima kasih gosend,positif,8.333333333333334
kode voucher bilang invalid,positif,8.0
proses mudah cepat mesan obat,positif,7.8
terima kasih aplikasi mudah konsultasi dokter moga sakit sembuh amin,positif,7.9
bantu sakit mag kosan jalan apotek pesan beli gojek puji tuhan langsung minum obat sembuh untung bagus,positif,7.411764705882352
bagus manfaat atas,positif,9.333333333333334
praktis dokter layan ramah bagus,positif,8.4
praktis puas terima kasih,positif,7.5
bantu pandemi hamil puas respon baik ramah dokter dokter senang baik suka,positif,7.666666666666668
terima kasih apotek pesan obat rutin suami moga smakin bagus depa terima kasih bagus,positif,7.142857142857142
bantu konsultasi dokter antre beli obat mudah langsung antar rumah,positif,8.7
dokter tangap cepat respon,positif,8.5
call servis dokter telepon tawar prodak unlimited bulan sistem auto debit fasilitas bebas chat dokter fitur aplikasi ubah tarif gratis ulas lengkap,negatif,8.409090909090908
dokter balas cepat ramah,positif,8.75
barusan telepon atas nama email pribadi data nmor rekening anjung tunai mandiri bner mohon info bner bong data anjung tunai mandiri bawa pihak ulas lengkap,negatif,7.76
binggung biaya tangan biaya ongkos kirim gataunya biaya tangan ongkirnya tertawa jatohnya murah terimakasih suka,positif,8.933333333333334
respon layan lambat keluh,negatif,9.0
pesan obat susah cari driver pesan offline langsung apotek kasih lihat resep,negatif,8.166666666666666
bagus konsultasi dokter bagus,positif,9.25
maaf download aplikasi gejala sakit alami kena biaya bantu,negatif,7.888888888888888
bagus bantu konsultasi sakit obat terima,positif,9.333333333333334
bagus aplikasi bantu,positif,10.0
terima kasih serba cepat,positif,7.25
pagi pagi konsultasi bu dokter cantik diagnosis baik resep jangkau bahasa ramah terima kasih bantu,positif,7.8
maaf mingu hidung cium bau coba jelas,positif,7.2857142857142865
rekomendasi unduh sulit cari beli obat butuh,positif,9.571428571428571
bantu terima kasih,positif,8.333333333333334
mag kambuh berat dokter untung selesai konsultasi daring resep langsung order gojek terima kasih,positif,7.928571428571429
bagus cepat kirim moga obat manjur cepat khasiat cepat kirim sukses,positif,9.0
layan obat sembuh,positif,12.0
balita usia beberap telinga anak belah kanan cair bau anak terkadang pukul ting telapak tangan kasih obat terima kasih,positif,7.7894736842105265
terima kasih aplikasi malam sakit pinggang salah rekan dokter nama feny bantu sakit,positif,7.9230769230769225
buatin dokter chat gratis,positif,7.5
pandemi bantu klik hubung konsultasi obat langsung antar,positif,9.125
suda bayar chat bayar hasil chat dokter sibuk,negatif,8.375
